region_code,region,ward_code,ward,district_code,district,municipality_code,municipality,precinct,voters_eligible,ballots_given_out,voter_turnout_pct,voted_in_person,voted_in_person_pct,voted_by_mail,voted_by_mail_pct,ballots_valid,ballots_valid_pct,ballots_valid_tip,ballots_valid_pct_tip,ballots_preferential_tip,ballots_preferential_pct_tip,ballots_valid_sms,ballots_valid_pct_sms,ballots_preferential_sms,ballots_preferential_pct_sms,ballots_valid_olano,ballots_valid_pct_olano,ballots_preferential_olano,ballots_preferential_pct_olano,ballots_valid_kanik,ballots_valid_pct_kanik,ballots_preferential_kanik,ballots_preferential_pct_kanik,ballots_valid_sanca,ballots_valid_pct_sanca,ballots_preferential_sanca,ballots_preferential_pct_sanca,ballots_valid_kollar,ballots_valid_pct_kollar,ballots_preferential_kollar,ballots_preferential_pct_kollar,ballots_valid_szs,ballots_valid_pct_szs,ballots_preferential_szs,ballots_preferential_pct_szs,ballots_valid_spolocne,ballots_valid_pct_spolocne,ballots_preferential_spolocne,ballots_preferential_pct_spolocn,ballots_valid_mkda,ballots_valid_pct_mkda,ballots_preferential_mkda,ballots_preferential_pct_mkds,ballots_valid_vzdor,ballots_valid_pct_vzdor,ballots_preferential_vzdor,ballots_preferential_pct_vzdor,ballots_valid_most,ballots_valid_pct_most,ballots_preferential_most,ballots_preferential_pct_most,ballots_valid_sns,ballots_valid_pct_sns,ballots_preferential_sns,ballots_preferential_pct_sns,ballots_valid_odvaha,ballots_valid_pct_odvaha,ballots_preferential_odvaha,ballots_preferential_pct_odvaha,ballots_valid_kss,ballots_valid_pct_kss,ballots_preferential_kss,ballots_preferential_pct_kss,ballots_valid_sdku,ballots_valid_pct_sdku,ballots_preferential_sdku,ballots_preferential_pct_sdku,ballots_valid_smer,ballots_valid_pct_smer,ballots_preferential_smer,ballots_preferential_pct_smer,ballots_valid_kdh,ballots_valid_pct_kdh,ballots_preferential_kdh,ballots_preferential_pct_kdh,ballots_valid_skok,ballots_valid_pct_skok,ballots_preferential_skok,ballots_preferential_pct_skok,ballots_valid_lsns,ballots_valid_pct_lsns,ballots_preferential_lsns,ballots_preferential_pct_lsns,ballots_valid_siet,ballots_valid_pct_siet,ballots_preferential_siet,ballots_preferential_pct_siet,ballots_valid_smk,ballots_valid_pct_smk,ballots_preferential_smk,ballots_preferential_pct_smk,ballots_valid_pd,ballots_valid_pct_pd,ballots_preferential_pd,ballots_preferential_pct_pd,ballots_valid_sas,ballots_valid_pct_sas,ballots_preferential_sas,ballots_preferential_pct_sas
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 01",1165,833,71.5,819,98.31,14,1.68,828,99.39,2,.24,2,100,0,0,0,0,128,15.45,121,94.53,0,0,0,0,2,.24,1,50,38,4.58,29,76.31,7,.84,3,42.85,0,0,0,0,0,0,0,0,0,0,0,0,120,14.49,100,83.33,29,3.5,22,75.86,0,0,0,0,1,.12,1,100,1,.12,1,100,115,13.88,83,72.17,38,4.58,29,76.31,10,1.2,10,100,13,1.57,8,61.53,77,9.29,59,76.62,3,.36,3,100,2,.24,2,100,242,29.22,208,85.95
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 02",1130,813,71.94,797,98.03,15,1.84,803,98.89,4,.49,4,100,0,0,0,0,144,17.93,141,97.91,2,.24,2,100,1,.12,0,0,39,4.85,28,71.79,1,.12,0,0,0,0,0,0,0,0,0,0,1,.12,1,100,120,14.94,110,91.66,28,3.48,15,53.57,2,.24,1,50,4,.49,3,75,4,.49,3,75,119,14.81,88,73.94,38,4.73,32,84.21,6,.74,4,66.66,21,2.61,16,76.19,46,5.72,30,65.21,0,0,0,0,0,0,0,0,223,27.77,187,83.85
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 03",1071,733,68.44,709,96.72,24,3.27,725,98.9,1,.13,1,100,0,0,0,0,96,13.24,96,100,1,.13,1,100,1,.13,1,100,19,2.62,19,100,6,.82,6,100,0,0,0,0,0,0,0,0,0,0,0,0,135,18.62,135,100,24,3.31,24,100,0,0,0,0,4,.55,4,100,3,.41,3,100,107,14.75,107,100,31,4.27,31,100,14,1.93,14,100,14,1.93,14,100,44,6.06,44,100,11,1.51,11,100,0,0,0,0,214,29.51,213,99.53
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 04",1011,682,67.45,682,100,0,0,677,99.26,1,.14,1,100,0,0,0,0,110,16.24,99,90,0,0,0,0,4,.59,4,100,24,3.54,19,79.16,1,.14,0,0,1,.14,1,100,0,0,0,0,0,0,0,0,93,13.73,83,89.24,40,5.9,29,72.5,1,.14,1,100,0,0,0,0,3,.44,3,100,98,14.47,68,69.38,31,4.57,28,90.32,9,1.32,6,66.66,9,1.32,9,100,38,5.61,25,65.78,4,.59,3,75,0,0,0,0,210,31.01,177,84.28
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 05",1337,861,64.39,854,99.18,7,.81,856,99.41,1,.11,1,100,3,.35,2,66.66,121,14.13,112,92.56,1,.11,1,100,1,.11,1,100,29,3.38,26,89.65,4,.46,3,75,1,.11,1,100,0,0,0,0,0,0,0,0,115,13.43,103,89.56,33,3.85,23,69.69,0,0,0,0,2,.23,1,50,3,.35,2,66.66,101,11.79,79,78.21,33,3.85,26,78.78,15,1.75,11,73.33,18,2.1,14,77.77,62,7.24,45,72.58,4,.46,3,75,3,.35,3,100,306,35.74,261,85.29
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 06",1114,746,66.96,736,98.65,10,1.34,745,99.86,5,.67,3,60,0,0,0,0,90,12.08,75,83.33,1,.13,1,100,3,.4,3,100,35,4.69,30,85.71,6,.8,4,66.66,0,0,0,0,0,0,0,0,2,.26,1,50,93,12.48,76,81.72,38,5.1,28,73.68,1,.13,1,100,1,.13,1,100,6,.8,4,66.66,117,15.7,80,68.37,48,6.44,42,87.5,18,2.41,17,94.44,29,3.89,21,72.41,46,6.17,35,76.08,8,1.07,8,100,0,0,0,0,198,26.57,176,88.88
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 07",1269,885,69.73,878,99.2,7,.79,880,99.43,5,.56,4,80,2,.22,2,100,171,19.43,166,97.07,0,0,0,0,0,0,0,0,24,2.72,14,58.33,5,.56,4,80,1,.11,1,100,1,.11,1,100,0,0,0,0,107,12.15,94,87.85,22,2.5,16,72.72,1,.11,1,100,1,.11,1,100,3,.34,3,100,85,9.65,63,74.11,92,10.45,86,93.47,6,.68,6,100,29,3.29,26,89.65,60,6.81,45,75,9,1.02,7,77.77,0,0,0,0,256,29.09,218,85.15
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 08",1157,826,71.39,813,98.42,13,1.57,820,99.27,0,0,0,0,0,0,0,0,138,16.82,126,91.3,0,0,0,0,0,0,0,0,29,3.53,26,89.65,6,.73,5,83.33,0,0,0,0,0,0,0,0,0,0,0,0,107,13.04,88,82.24,37,4.51,27,72.97,0,0,0,0,5,.6,3,60,3,.36,3,100,138,16.82,107,77.53,64,7.8,59,92.18,10,1.21,9,90,25,3.04,17,68,43,5.24,36,83.72,5,.6,3,60,2,.24,2,100,208,25.36,181,87.01
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 09",1532,668,43.6,659,98.65,9,1.34,664,99.4,1,.15,1,100,2,.3,2,100,121,18.22,112,92.56,0,0,0,0,3,.45,3,100,36,5.42,29,80.55,5,.75,5,100,0,0,0,0,0,0,0,0,2,.3,2,100,73,10.99,59,80.82,28,4.21,18,64.28,0,0,0,0,2,.3,1,50,2,.3,1,50,84,12.65,59,70.23,25,3.76,20,80,22,3.31,18,81.81,17,2.56,11,64.7,34,5.12,24,70.58,5,.75,0,0,2,.3,1,50,200,30.12,163,81.5
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 10",1516,1177,77.63,1174,99.74,3,.25,1170,99.4,2,.17,1,50,1,.08,1,100,235,20.08,210,89.36,1,.08,0,0,3,.25,2,66.66,37,3.16,27,72.97,5,.42,3,60,1,.08,0,0,0,0,0,0,0,0,0,0,89,7.6,81,91.01,50,4.27,26,52,1,.08,0,0,2,.17,1,50,2,.17,0,0,163,13.93,125,76.68,64,5.47,58,90.62,18,1.53,15,83.33,32,2.73,24,75,92,7.86,65,70.65,3,.25,3,100,2,.17,2,100,367,31.36,297,80.92
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 11",1041,891,85.59,872,97.86,19,2.13,882,98.98,5,.56,4,80,1,.11,1,100,130,14.73,119,91.53,2,.22,1,50,4,.45,4,100,41,4.64,37,90.24,5,.56,3,60,0,0,0,0,1,.11,0,0,0,0,0,0,121,13.71,107,88.42,25,2.83,13,52,0,0,0,0,3,.34,2,66.66,10,1.13,10,100,116,13.15,80,68.96,51,5.78,42,82.35,11,1.24,9,81.81,26,2.94,20,76.92,78,8.84,51,65.38,10,1.13,9,90,0,0,0,0,242,27.43,192,79.33
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 12",927,708,76.37,697,98.44,10,1.41,699,98.86,1,.14,1,100,0,0,0,0,112,16.02,102,91.07,0,0,0,0,1,.14,1,100,26,3.71,21,80.76,3,.42,3,100,0,0,0,0,0,0,0,0,1,.14,0,0,77,11.01,60,77.92,24,3.43,15,62.5,1,.14,1,100,2,.28,0,0,7,1,6,85.71,120,17.16,86,71.66,40,5.72,35,87.5,12,1.71,7,58.33,26,3.71,16,61.53,44,6.29,26,59.09,2,.28,2,100,3,.42,2,66.66,197,28.18,168,85.27
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 13",1054,784,74.38,768,97.95,15,1.91,781,99.74,0,0,0,0,0,0,0,0,118,15.1,110,93.22,0,0,0,0,8,1.02,4,50,18,2.3,13,72.22,3,.38,1,33.33,0,0,0,0,0,0,0,0,0,0,0,0,94,12.03,79,84.04,40,5.12,31,77.5,0,0,0,0,0,0,0,0,3,.38,2,66.66,126,16.13,102,80.95,44,5.63,39,88.63,15,1.92,12,80,15,1.92,9,60,75,9.6,51,68,4,.51,3,75,1,.12,1,100,217,27.78,187,86.17
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 14",1138,769,67.57,761,98.95,8,1.04,757,98.43,1,.13,1,100,0,0,0,0,123,16.24,108,87.8,1,.13,1,100,2,.26,1,50,25,3.3,18,72,2,.26,2,100,0,0,0,0,0,0,0,0,0,0,0,0,83,10.96,70,84.33,45,5.94,27,60,1,.13,1,100,2,.26,2,100,4,.52,2,50,100,13.21,69,69,55,7.26,48,87.27,8,1.05,6,75,24,3.17,17,70.83,54,7.13,36,66.66,3,.39,2,66.66,0,0,0,0,224,29.59,194,86.6
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 15",1117,852,76.27,843,98.94,9,1.05,845,99.17,0,0,0,0,0,0,0,0,118,13.96,110,93.22,0,0,0,0,0,0,0,0,28,3.31,24,85.71,8,.94,5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,93,11,79,84.94,47,5.56,34,72.34,0,0,0,0,2,.23,2,100,2,.23,2,100,131,15.5,102,77.86,44,5.2,39,88.63,13,1.53,10,76.92,25,2.95,20,80,61,7.21,27,44.26,5,.59,2,40,0,0,0,0,268,31.71,215,80.22
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 16",1096,788,71.89,773,98.09,15,1.9,782,99.23,1,.12,1,100,1,.12,1,100,139,17.77,113,81.29,0,0,0,0,1,.12,1,100,33,4.21,22,66.66,7,.89,1,14.28,0,0,0,0,0,0,0,0,0,0,0,0,97,12.4,83,85.56,38,4.85,25,65.78,2,.25,0,0,0,0,0,0,2,.25,1,50,98,12.53,74,75.51,30,3.83,24,80,12,1.53,12,100,14,1.79,12,85.71,57,7.28,43,75.43,2,.25,2,100,2,.25,1,50,246,31.45,209,84.95
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 17",1080,839,77.68,828,98.68,11,1.31,836,99.64,1,.11,1,100,2,.23,0,0,173,20.69,164,94.79,0,0,0,0,1,.11,1,100,27,3.22,17,62.96,1,.11,0,0,0,0,0,0,1,.11,1,100,1,.11,1,100,79,9.44,71,89.87,40,4.78,32,80,0,0,0,0,1,.11,1,100,9,1.07,8,88.88,108,12.91,70,64.81,46,5.5,39,84.78,10,1.19,6,60,26,3.11,19,73.07,61,7.29,39,63.93,3,.35,2,66.66,1,.11,1,100,245,29.3,212,86.53
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 18",1113,797,71.6,789,98.99,8,1,795,99.74,0,0,0,0,0,0,0,0,151,18.99,135,89.4,0,0,0,0,5,.62,4,80,18,2.26,15,83.33,4,.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,11.94,86,90.52,27,3.39,18,66.66,0,0,0,0,2,.25,1,50,3,.37,2,66.66,120,15.09,90,75,43,5.4,36,83.72,12,1.5,7,58.33,12,1.5,10,83.33,77,9.68,56,72.72,5,.62,4,80,0,0,0,0,221,27.79,187,84.61
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 19",1031,737,71.48,722,97.96,15,2.03,737,100,0,0,0,0,0,0,0,0,98,13.29,94,95.91,0,0,0,0,0,0,0,0,19,2.57,15,78.94,8,1.08,8,100,1,.13,1,100,0,0,0,0,0,0,0,0,91,12.34,85,93.4,38,5.15,19,50,0,0,0,0,5,.67,3,60,8,1.08,7,87.5,126,17.09,91,72.22,53,7.19,43,81.13,5,.67,1,20,13,1.76,9,69.23,67,9.09,46,68.65,0,0,0,0,1,.13,1,100,204,27.67,166,81.37
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 20",1076,739,68.68,727,98.37,12,1.62,733,99.18,0,0,0,0,1,.13,1,100,121,16.5,111,91.73,0,0,0,0,1,.13,1,100,37,5.04,31,83.78,1,.13,1,100,0,0,0,0,0,0,0,0,0,0,0,0,106,14.46,94,88.67,28,3.81,19,67.85,1,.13,1,100,2,.27,1,50,3,.4,2,66.66,99,13.5,73,73.73,37,5.04,32,86.48,17,2.31,12,70.58,19,2.59,17,89.47,60,8.18,40,66.66,5,.68,4,80,4,.54,3,75,191,26.05,153,80.1
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 21",994,684,68.81,674,98.53,9,1.31,673,98.53,1,.14,0,0,0,0,0,0,79,11.73,70,88.6,1,.14,1,100,0,0,0,0,35,5.2,24,68.57,4,.59,2,50,0,0,0,0,0,0,0,0,0,0,0,0,66,9.8,56,84.84,29,4.3,15,51.72,0,0,0,0,1,.14,1,100,6,.89,6,100,105,15.6,75,71.42,35,5.2,29,82.85,5,.74,3,60,20,2.97,15,75,48,7.13,32,66.66,1,.14,1,100,2,.29,2,100,235,34.91,188,80
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 22",1106,668,60.39,657,98.35,11,1.64,665,99.55,0,0,0,0,0,0,0,0,108,16.24,100,92.59,0,0,0,0,1,.15,0,0,27,4.06,19,70.37,2,.3,1,50,0,0,0,0,0,0,0,0,0,0,0,0,85,12.78,69,81.17,25,3.75,17,68,0,0,0,0,0,0,0,0,5,.75,4,80,108,16.24,80,74.07,17,2.55,16,94.11,15,2.25,14,93.33,22,3.3,14,63.63,59,8.87,43,72.88,1,.15,1,100,0,0,0,0,190,28.57,165,86.84
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 23",1102,754,68.42,744,98.67,9,1.19,748,99.33,1,.13,1,100,0,0,0,0,108,14.43,102,94.44,0,0,0,0,1,.13,1,100,39,5.21,35,89.74,5,.66,1,20,1,.13,1,100,1,.13,1,100,1,.13,1,100,99,13.23,88,88.88,45,6.01,31,68.88,1,.13,1,100,3,.4,3,100,6,.8,4,66.66,119,15.9,95,79.83,30,4.01,28,93.33,5,.66,5,100,32,4.27,26,81.25,54,7.21,44,81.48,1,.13,1,100,0,0,0,0,196,26.2,173,88.26
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 24",1056,734,69.5,716,97.54,17,2.31,731,99.72,2,.27,1,50,1,.13,1,100,86,11.76,76,88.37,1,.13,1,100,3,.41,2,66.66,30,4.1,22,73.33,4,.54,2,50,0,0,0,0,0,0,0,0,0,0,0,0,106,14.5,93,87.73,29,3.96,19,65.51,2,.27,1,50,1,.13,0,0,2,.27,1,50,94,12.85,67,71.27,38,5.19,30,78.94,6,.82,4,66.66,19,2.59,16,84.21,67,9.16,50,74.62,2,.27,2,100,0,0,0,0,238,32.55,189,79.41
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 25",1052,657,62.45,652,99.23,5,.76,653,99.39,1,.15,0,0,0,0,0,0,97,14.85,91,93.81,0,0,0,0,2,.3,1,50,24,3.67,20,83.33,2,.3,1,50,0,0,0,0,0,0,0,0,1,.15,1,100,77,11.79,71,92.2,36,5.51,26,72.22,1,.15,1,100,2,.3,1,50,0,0,0,0,112,17.15,78,69.64,27,4.13,22,81.48,6,.91,4,66.66,17,2.6,13,76.47,37,5.66,25,67.56,2,.3,1,50,0,0,0,0,209,32,163,77.99
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 26",1346,960,71.32,949,98.85,10,1.04,952,99.27,1,.1,1,100,0,0,0,0,157,16.49,135,85.98,2,.21,0,0,3,.31,2,66.66,36,3.78,29,80.55,8,.84,5,62.5,0,0,0,0,0,0,0,0,0,0,0,0,113,11.86,100,88.49,45,4.72,30,66.66,1,.1,1,100,0,0,0,0,5,.52,4,80,143,15.02,114,79.72,38,3.99,32,84.21,15,1.57,6,40,35,3.67,24,68.57,65,6.82,50,76.92,2,.21,1,50,0,0,0,0,283,29.72,226,79.85
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 27",1197,814,68,811,99.63,3,.36,791,97.17,5,.63,4,80,0,0,0,0,101,12.76,94,93.06,0,0,0,0,3,.37,2,66.66,46,5.81,32,69.56,7,.88,2,28.57,0,0,0,0,0,0,0,0,2,.25,1,50,92,11.63,76,82.6,37,4.67,24,64.86,1,.12,1,100,3,.37,3,100,7,.88,7,100,140,17.69,104,74.28,28,3.53,24,85.71,6,.75,6,100,17,2.14,12,70.58,57,7.2,47,82.45,5,.63,3,60,2,.25,1,50,232,29.32,188,81.03
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 28",1068,708,66.29,697,98.44,11,1.55,707,99.85,0,0,0,0,0,0,0,0,103,14.56,88,85.43,0,0,0,0,3,.42,2,66.66,42,5.94,29,69.04,2,.28,2,100,0,0,0,0,0,0,0,0,0,0,0,0,74,10.46,67,90.54,29,4.1,12,41.37,1,.14,1,100,1,.14,0,0,3,.42,3,100,124,17.53,84,67.74,32,4.52,27,84.37,3,.42,2,66.66,13,1.83,11,84.61,50,7.07,41,82,5,.7,4,80,2,.28,2,100,220,31.11,184,83.63
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 29",1109,738,66.54,729,98.78,9,1.21,732,99.18,1,.13,1,100,1,.13,1,100,96,13.11,96,100,0,0,0,0,0,0,0,0,25,3.41,25,100,8,1.09,8,100,0,0,0,0,0,0,0,0,1,.13,0,0,87,11.88,87,100,36,4.91,36,100,0,0,0,0,0,0,0,0,3,.4,3,100,130,17.75,130,100,29,3.96,29,100,11,1.5,11,100,14,1.91,14,100,53,7.24,53,100,9,1.22,9,100,1,.13,1,100,227,31.01,227,100
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 30",974,663,68.06,651,98.19,12,1.8,653,98.49,0,0,0,0,0,0,0,0,76,11.63,69,90.78,0,0,0,0,0,0,0,0,31,4.74,24,77.41,3,.45,0,0,0,0,0,0,0,0,0,0,1,.15,1,100,86,13.16,73,84.88,30,4.59,24,80,0,0,0,0,1,.15,0,0,3,.45,3,100,113,17.3,92,81.41,37,5.66,31,83.78,10,1.53,7,70,28,4.28,24,85.71,41,6.27,29,70.73,8,1.22,6,75,1,.15,1,100,184,28.17,157,85.32
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 31",1131,767,67.81,756,98.56,10,1.3,761,99.34,1,.13,0,0,0,0,0,0,112,14.71,101,90.17,0,0,0,0,0,0,0,0,24,3.15,19,79.16,4,.52,0,0,1,.13,1,100,0,0,0,0,0,0,0,0,120,15.76,110,91.66,28,3.67,22,78.57,0,0,0,0,1,.13,0,0,2,.26,2,100,100,13.14,76,76,28,3.67,26,92.85,4,.52,3,75,20,2.62,20,100,59,7.75,43,72.88,14,1.83,11,78.57,2,.26,1,50,241,31.66,204,84.64
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 32",1180,748,63.38,730,97.59,17,2.27,731,97.85,0,0,0,0,1,.13,0,0,101,13.81,93,92.07,0,0,0,0,1,.13,1,100,27,3.69,24,88.88,7,.95,5,71.42,2,.27,1,50,0,0,0,0,0,0,0,0,72,9.84,64,88.88,34,4.65,27,79.41,1,.13,1,100,0,0,0,0,2,.27,2,100,121,16.55,88,72.72,34,4.65,31,91.17,11,1.5,6,54.54,22,3,16,72.72,41,5.6,31,75.6,9,1.23,5,55.55,4,.54,3,75,241,32.96,200,82.98
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 33",1066,730,68.48,724,99.17,6,.82,717,98.21,0,0,0,0,0,0,0,0,91,12.69,80,87.91,1,.13,1,100,1,.13,1,100,15,2.09,10,66.66,2,.27,1,50,2,.27,0,0,0,0,0,0,0,0,0,0,100,13.94,86,86,32,4.46,26,81.25,0,0,0,0,0,0,0,0,5,.69,3,60,134,18.68,97,72.38,74,10.32,68,91.89,8,1.11,5,62.5,23,3.2,14,60.86,41,5.71,29,70.73,8,1.11,6,75,1,.13,1,100,179,24.96,148,82.68
1,"Bratislavsky kraj",101,"Bratislava",101,"Bratislava I",528595,"Bratislava - Stare Mesto","Bratislava - Stare Mesto 34",1041,702,67.43,693,98.71,8,1.13,698,99.57,1,.14,1,100,0,0,0,0,98,14.04,84,85.71,1,.14,1,100,1,.14,1,100,23,3.29,20,86.95,6,.85,2,33.33,0,0,0,0,0,0,0,0,1,.14,1,100,94,13.46,83,88.29,32,4.58,24,75,3,.42,2,66.66,0,0,0,0,3,.42,2,66.66,115,16.47,77,66.95,31,4.44,24,77.41,9,1.28,3,33.33,18,2.57,16,88.88,47,6.73,32,68.08,5,.71,3,60,0,0,0,0,210,30.08,173,82.38
1,"Bratislavsky kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajske Biskupice","Bratislava - Podunajske Biskupice 01",946,635,67.12,631,99.37,4,.62,628,98.89,5,.79,2,40,0,0,0,0,78,12.42,68,87.17,0,0,0,0,1,.15,1,100,53,8.43,37,69.81,3,.47,1,33.33,1,.15,0,0,1,.15,1,100,0,0,0,0,96,15.28,72,75,38,6.05,25,65.78,1,.15,0,0,0,0,0,0,3,.47,2,66.66,84,13.37,65,77.38,38,6.05,29,76.31,15,2.38,8,53.33,11,1.75,8,72.72,25,3.98,19,76,42,6.68,25,59.52,3,.47,3,100,130,20.7,97,74.61
1,"Bratislavsky kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajske Biskupice","Bratislava - Podunajske Biskupice 02",981,680,69.31,678,99.7,2,.29,666,97.94,0,0,0,0,0,0,0,0,88,13.21,77,87.5,0,0,0,0,1,.15,1,100,43,6.45,33,76.74,2,.3,0,0,0,0,0,0,2,.3,0,0,0,0,0,0,165,24.77,0,0,13,1.95,0,0,1,.15,1,100,1,.15,1,100,0,0,0,0,81,12.16,48,59.25,11,1.65,0,0,9,1.35,6,66.66,25,3.75,18,72,22,3.3,17,77.27,63,9.45,53,84.12,0,0,0,0,139,20.87,104,74.82
1,"Bratislavsky kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajske Biskupice","Bratislava - Podunajske Biskupice 03",904,398,44.02,392,98.49,4,1,389,98.23,1,.25,0,0,1,.25,0,0,44,11.31,36,81.81,0,0,0,0,1,.25,1,100,37,9.51,33,89.18,2,.51,2,100,0,0,0,0,0,0,0,0,0,0,0,0,75,19.28,52,69.33,16,4.11,11,68.75,0,0,0,0,0,0,0,0,0,0,0,0,46,11.82,35,76.08,8,2.05,5,62.5,6,1.54,3,50,13,3.34,12,92.3,23,5.91,15,65.21,20,5.14,14,70,2,.51,2,100,94,24.16,67,71.27
1,"Bratislavsky kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajske Biskupice","Bratislava - Podunajske Biskupice 04",1049,595,56.72,589,98.99,2,.33,589,99.66,1,.16,1,100,1,.16,1,100,58,9.84,49,84.48,0,0,0,0,1,.16,1,100,74,12.56,57,77.02,3,.5,2,66.66,1,.16,0,0,2,.33,2,100,1,.16,1,100,91,15.44,73,80.21,24,4.07,16,66.66,0,0,0,0,2,.33,2,100,2,.33,2,100,87,14.77,58,66.66,19,3.22,13,68.42,7,1.18,5,71.42,26,4.41,21,80.76,36,6.11,27,75,24,4.07,14,58.33,3,.5,2,66.66,126,21.39,102,80.95
1,"Bratislavsky kraj",101,"Bratislava",102,"Bratislava II",529311,"Bratislava - Podunajske Biskupice","Bratislava - Podunajske Biskupice 05",1054,620,58.82,617,99.51,2,.32,617,99.67,1,.16,1,100,0,0,0,0,90,14.58,80,88.88,0,0,0,0,0,0,0,0,68,11.02,56,82.35,3,.48,3,100,0,0,0,0,0,0,0,0,1,.16,1,100,108,17.5,83,76.85,27,4.37,17,62.96,0,0,0,0,1,.16,1,100,2,.32,1,50,82,13.29,63,76.82,13,2.1,12,92.3,6,.97,4,66.66,29,4.7,28,96.55,37,5.99,21,56.75,34,5.51,28,82.35,1,.16,1,100,114,18.47,89,78.07
