4 5 1 34 48.155137 17.1010208147131 0.075 1165 833 71.5 819 98.31 14 1.68 828 115 13.88 13 1.57 99.39
4 5 1 34 48.155137 17.1010208147131 0.075 1130 813 71.94 797 98.03 15 1.84 803 119 14.81 21 2.61 98.89
4 5 1 34 48.155137 17.1010208147131 0.075 1071 733 68.44 709 96.72 24 3.27 725 107 14.75 14 1.93 98.9
4 5 1 34 48.155137 17.1010208147131 0.075 1011 682 67.45 682 100.0 0 0.0 677 98 14.47 9 1.32 99.26
4 5 1 34 48.155137 17.1010208147131 0.075 1337 861 64.39 854 99.18 7 0.81 856 101 11.79 18 2.1 99.41
4 5 1 34 48.155137 17.1010208147131 0.075 1114 746 66.96 736 98.65 10 1.34 745 117 15.7 29 3.89 99.86
4 5 1 34 48.155137 17.1010208147131 0.075 1269 885 69.73 878 99.2 7 0.79 880 85 9.65 29 3.29 99.43
4 5 1 34 48.155137 17.1010208147131 0.075 1157 826 71.39 813 98.42 13 1.57 820 138 16.82 25 3.04 99.27
4 5 1 34 48.155137 17.1010208147131 0.075 1532 668 43.6 659 98.65 9 1.34 664 84 12.65 17 2.56 99.4
4 5 1 34 48.155137 17.1010208147131 0.075 1516 1177 77.63 1174 99.74 3 0.25 1170 163 13.93 32 2.73 99.4
4 5 1 34 48.155137 17.1010208147131 0.075 1041 891 85.59 872 97.86 19 2.13 882 116 13.15 26 2.94 98.98
4 5 1 34 48.155137 17.1010208147131 0.075 927 708 76.37 697 98.44 10 1.41 699 120 17.16 26 3.71 98.86
4 5 1 34 48.155137 17.1010208147131 0.075 1054 784 74.38 768 97.95 15 1.91 781 126 16.13 15 1.92 99.74
4 5 1 34 48.155137 17.1010208147131 0.075 1138 769 67.57 761 98.95 8 1.04 757 100 13.21 24 3.17 98.43
4 5 1 34 48.155137 17.1010208147131 0.075 1117 852 76.27 843 98.94 9 1.05 845 131 15.5 25 2.95 99.17
4 5 1 34 48.155137 17.1010208147131 0.075 1096 788 71.89 773 98.09 15 1.9 782 98 12.53 14 1.79 99.23
4 5 1 34 48.155137 17.1010208147131 0.075 1080 839 77.68 828 98.68 11 1.31 836 108 12.91 26 3.11 99.64
4 5 1 34 48.155137 17.1010208147131 0.075 1113 797 71.6 789 98.99 8 1.0 795 120 15.09 12 1.5 99.74
4 5 1 34 48.155137 17.1010208147131 0.075 1031 737 71.48 722 97.96 15 2.03 737 126 17.09 13 1.76 100.0
4 5 1 34 48.155137 17.1010208147131 0.075 1076 739 68.68 727 98.37 12 1.62 733 99 13.5 19 2.59 99.18
4 5 1 34 48.155137 17.1010208147131 0.075 994 684 68.81 674 98.53 9 1.31 673 105 15.6 20 2.97 98.53
4 5 1 34 48.155137 17.1010208147131 0.075 1106 668 60.39 657 98.35 11 1.64 665 108 16.24 22 3.3 99.55
4 5 1 34 48.155137 17.1010208147131 0.075 1102 754 68.42 744 98.67 9 1.19 748 119 15.9 32 4.27 99.33
4 5 1 34 48.155137 17.1010208147131 0.075 1056 734 69.5 716 97.54 17 2.31 731 94 12.85 19 2.59 99.72
4 5 1 34 48.155137 17.1010208147131 0.075 1052 657 62.45 652 99.23 5 0.76 653 112 17.15 17 2.6 99.39
4 5 1 34 48.155137 17.1010208147131 0.075 1346 960 71.32 949 98.85 10 1.04 952 143 15.02 35 3.67 99.27
4 5 1 34 48.155137 17.1010208147131 0.075 1197 814 68.0 811 99.63 3 0.36 791 140 17.69 17 2.14 97.17
4 5 1 34 48.155137 17.1010208147131 0.075 1068 708 66.29 697 98.44 11 1.55 707 124 17.53 13 1.83 99.85
4 5 1 34 48.155137 17.1010208147131 0.075 1109 738 66.54 729 98.78 9 1.21 732 130 17.75 14 1.91 99.18
4 5 1 34 48.155137 17.1010208147131 0.075 974 663 68.06 651 98.19 12 1.8 653 113 17.3 28 4.28 98.49
4 5 1 34 48.155137 17.1010208147131 0.075 1131 767 67.81 756 98.56 10 1.3 761 100 13.14 20 2.62 99.34
4 5 1 34 48.155137 17.1010208147131 0.075 1180 748 63.38 730 97.59 17 2.27 731 121 16.55 22 3.0 97.85
4 5 1 34 48.155137 17.1010208147131 0.075 1066 730 68.48 724 99.17 6 0.82 717 134 18.68 23 3.2 98.21
4 5 1 34 48.155137 17.1010208147131 0.075 1041 702 67.43 693 98.71 8 1.13 698 115 16.47 18 2.57 99.57
4 5 3 20 48.09899175 17.1831348965861 0.075 946 635 67.12 631 99.37 4 0.62 628 84 13.37 11 1.75 98.89
4 5 3 20 48.09899175 17.1831348965861 0.075 981 680 69.31 678 99.7 2 0.29 666 81 12.16 25 3.75 97.94
4 5 3 20 48.09899175 17.1831348965861 0.075 904 398 44.02 392 98.49 4 1.0 389 46 11.82 13 3.34 98.23
4 5 3 20 48.09899175 17.1831348965861 0.075 1049 595 56.72 589 98.99 2 0.33 589 87 14.77 26 4.41 99.66
4 5 3 20 48.09899175 17.1831348965861 0.075 1054 620 58.82 617 99.51 2 0.32 617 82 13.29 29 4.7 99.67
4 5 3 20 48.09899175 17.1831348965861 0.075 1086 730 67.21 726 99.45 4 0.54 716 76 10.61 29 4.05 98.08
4 5 3 20 48.09899175 17.1831348965861 0.075 1095 677 61.82 674 99.55 3 0.44 671 116 17.28 35 5.21 99.11
4 5 3 20 48.09899175 17.1831348965861 0.075 1069 686 64.17 683 99.56 3 0.43 686 116 16.9 30 4.37 100.0
4 5 3 20 48.09899175 17.1831348965861 0.075 881 538 61.06 536 99.62 1 0.18 536 152 28.35 27 5.03 99.81
4 5 3 20 48.09899175 17.1831348965861 0.075 967 612 63.28 607 99.18 5 0.81 610 142 23.27 38 6.22 99.67
4 5 3 20 48.09899175 17.1831348965861 0.075 896 535 59.7 534 99.81 1 0.18 531 143 26.93 27 5.08 99.25
4 5 3 20 48.09899175 17.1831348965861 0.075 856 510 59.57 507 99.41 3 0.58 504 93 18.45 32 6.34 98.82
4 5 3 20 48.09899175 17.1831348965861 0.075 975 636 65.23 627 98.58 6 0.94 625 119 19.04 36 5.76 98.73
